pkAddress,addressStreet,addressTown,addressStreet2,addressHouseNumber,addressPoBox,addressZip,addressCountry,addressGeoDataLongitude,addressGeoDataLatitude,fkRegion,fkCountry
456,"Poststrasse","Volketswil",,"15",,"8604","Schweiz","8.6928864","47.3882837",,
457,"Edikerstrasse","Dürnten",,"18c / alte Seidenfabrik",,"8635","Schweiz","8.843165","47.281559",,
458,"Landschaustrasse","Luzern",,"9",,"6006","Schweiz","8.3149077","47.0614056",,
459,"Am Wasser","Dübendorf",,"1",,"8600","Schweiz","8.604731","47.404188",,
460,"Leihgasse","Baar",,"4",,"6340","Schweiz","8.5270787","47.1941643",,
462,"Elfenweg","Zürich",,"15",,"8038","Schweiz","8.524037","47.348397",,
463,"Wallikerstrasse","Pfäffikon",,"76",,"8330","Schweiz","8.792615","47.373463",,
464,"Dennliweg","Langenthal",,"54",,"4900","Schweiz","7.7788944","47.2019371",,
465,"Lauterbachstrasse","Albstadt",,"1",,"72459","Deutschland","8.94344","48.21342",,
466,"Tössstrasse","Rorbas",,"2",,"8427","Schweiz","8.579110","47.533622",,
467,"Venusstrasse","Augst",,"5",,"4302","Schweiz","7.7276141","47.5312604",,
468,"Bahnhofweg","Immensee",,"1",,"6405","Schweiz","8.4675198","47.0888935",,
469,"Fraunhoferstaße","Martinsried",,"3",,"82152","Deutschland","11.451958","48.108920",,
470,"Grindelstrasse","Volketswil",,"8",,"8604","Schweiz","8.6648314","47.385716",,
471,"Haltenstrasse","Meilen",,"10",,"8706","Schweiz","8.6548532","47.2669293",,
473,"Borsteler Chaussee","Verden/Aller",,"116",,"27283","Deutschland","9.26974","52.91074",,
474,"Rautenastrasse","Roethis",,"9",,"6832","Österreich","9.653623","47.291715",,
475,"Oelder Straße","Ennigerloh",,"94",,"59320","Deutschland","8.043060","51.833830",,
476,"Halenfeldstrasse","Ittigen",,"1",,"3063","Schweiz","7.4816604","46.9769811",,
477,"Lindenmoosstrasse","Affoltern a.A.",,"10",,"8910","Schweiz","8.4446077","47.2707598",,
478,"Klosterweg","Flintsbach am Inn",,"1",,"83126","Deutschland","12.120481","47.726996",,
479,"Bodenseestraße","Lindau",,"33",,"88131","Deutschland","9.683344","47.595860",,
480,"Badweg","Schöftland",,"14",,"5040","Schweiz","8.047393","47.299893",,
484,"Zimmersmühlenweg","Oberursel",,"75",,"61440","Deutschland","8.584763","50.186965",,
486,"Alte Landstrasse","Männedorf",,"413",,"8708","Schweiz","8.707853","47.247738",,
487,"Rosslimatte","Luzern",,"49",,"6005","Schweiz","8.3122075","47.0441347",,
488,"Obere Goldey","Unterseen",,"73",,"3800","Schweiz","7.8530284","46.6892309",,
489,"Aathalstrasse","Uster",,"65",,"8610","Schweiz","8.7343965","47.3453758",,
490,"Boschstrasse","Geisenhausen",,"18",,"84144","Deutschland","12.2493392","48.4788648",,
491,"Guschstrasse","Uster",,"32",,"8610","Schweiz","8.7238357","47.3453712",,
492,"Alpenstrasse","Amriswil",,"32",,"8580","Schweiz","9.3105864","47.5503847",,
494,"Aathalstrasse","Uster",,"59",,"8610","Schweiz","8.7339016","47.3455485",,
495,"Riedweg","Full-Reuenthal",,"525",,"5324","Schweiz","8.2039343","47.6037643",,
496,"Wallisellenstrasse","Zürich",,"241",,"8050","Schweiz","8.558985","47.411026",,
497,"Grubenstrasse","Zürich",,"56",,"8045","Schweiz","8.510802","47.362792",,
498,"Regensdorferstrasse","Zuerich",,"190",,"8049","Schweiz","8.4841445","47.4130768",,
502,"Am Borsigturm","Berlin",,"17",,"13507","Deutschland","13.2844678","52.5835575",,
503,"Ebenfurtherstraße","Landegg",,"6",,"2486","Österreich","16.3955526","47.9000845",,
505,"Dättlikerstrasse","Freienstein",,"33",,"8427","Schweiz","8.5855038","47.5327072",,
506,"Mülacher","Buttisholz",,"42",,"6018","Schweiz","8.1009467","47.1171428",,
507,"Curtins","Zernez",,"101A",,"7530","Schweiz","10.0947782","46.7012707",,
510,"Laupenstrasse","Bern",,"8",,"3008","Schweiz","7.4363351","46.9474786",,
511,"Industriestrasse","Sempach Station",,"7",,"6203","Schweiz","8.202645","47.1163567",,
513,"Dorfstrasse","Albbruck",,"20",,"79774","Deutschland","8.11027","47.58661",,
514,"Grünmattstrasse","Emmen",,"8",,"6032","Schweiz","8.3103155","47.0831757",,
517,"Astrastrasse","Steffisburg",,"23",,"3612","Schweiz","7.6293724","46.7736636",,
519,"Unterseestrasse","Arosa",,"7",,"7050","Schweiz","9.6818608","46.7802394",,
520,"Hauptstrasse","Balgach",,"8",,"9436","Schweiz","9.6125325","47.4088951",,
525,"Südallee","Aarau",,"11",,"5000","Schweiz","8.0598101","47.3860251",,
526,"Altreuteweg","Bregenz",,"1",,"6900","Österreich","9.7541853","47.506537",,
529,"Fraunhoferstaße","Planegg",,"3",,"82152","Deutschland","11.44749","48.11005",,
530,"Dr.-Schneider-Straße","Höchst",,"33",,"6973","Österreich","9.6417412","47.4625709",,
532,"Rothenbad","Luzern",,"18",,"6015","Schweiz","8.2770278","47.068561",,
534,"Hindenburgstrasse","Herrenberg",,"17",,"71083","Deutschland","8.870715","48.594811",,
535,"Sensemattstrasse","Mittelhäusern",,"307","Postfach","3147","Schweiz","7.3636657","46.8791193",,
536,"Beusselstraße","Berlin",,"86",,"10553","Deutschland","13.3275354","52.5252799",,
537,"Sandackerstrasse","Tuggen",,"3",,"8856","Schweiz","8.9356661","47.2036809",,
538,"Neumattweg","Ibach",,"7",,"6438","Schweiz","8.6341828","47.0105289",,
539,"Bielstrasse","Brügg",,"75",,"2555","Schweiz","7.267226","47.123821",,
540,"Steigstrasse","Turgi",,"20",,"5300","Schweiz","8.249228","47.4983325",,
541,"Falkenplatz","Bern",,"5",,"3012","Schweiz","7.4352827","46.9509028",,
543,"Striempelrankweg","Langnau am Albis",,"2",,"8135","Schweiz","8.5313915","47.2796547",,
545,"Grampenweg","Bülach",,"23",,"8180","Schweiz","8.5362499","47.5166465",,
547,"Breitlenstrasse","Otelfingen",,"28",,"8112","Schweiz","8.3903374","47.4648962",,
548,"Lembergstrasse","Reutlingen",,"8",,"72766","Deutschland","9.2212206","48.5138335",,
549,"Karrenwaldstrasse","Niederwil",,"2",,"5524","Schweiz","8.2948356","47.3757585",,
553,"Kirchenfeldstrasse","Muri",,"41",,"5630","Schweiz","8.3423848","47.2696638",,
554,"Flurstrasse","Altstätten SG",,"12",,"9450","Schweiz","9.5493041","47.3809769",,
555,"Compognastrasse","Thusis",,"33",,"7430","Schweiz","9.4401824","46.703033",,
556,"Pipinstrasse","Paderborn",,"33",,"33098","Deutschland","8.7462583","51.7133414",,
557,"Schürlimattstrasse","Trimbach",,"15",,"4632","Schweiz","7.9059001","47.3662028",,
559,"Bühlwiesenstrasse","Zürich",,"1",,"8052","Schweiz","8.5467547","47.4175703",,
560,"Birkenweg","Kleindöttingen",,"5",,"5314","Schweiz","8.2451074","47.5694226",,
561,"Haltikerstrasse","Küssnacht am Rigi",,"48a",,"6403","Schweiz","8.4327292","47.0871184",,
562,"Rösrather Straße","Köln",,"267D",,"51107","Deutschland","7.06164","50.92809",,
563,"Rosenweg","Schlieren",,"1",,"8952","Schweiz","8.448309","47.4044724",,
564,"Davidstrasse","St. Gallen",,"24",,"9000","Schweiz","9.3695793","47.4206423",,
568,"Parkstrasse","Davos Platz",,"10",,"7270","Schweiz","9.8159108","46.7916393",,
569,"Max-Planck-Straße","Schramberg-Sulgen",,"25",,"78713","Deutschland","8.42697","48.23154",,
570,"Fabrikwisstrasse","Hofen",,"2",,"8242","Schweiz","8.677683","47.7821139",,
571,"Langgasse","St. Gallen",,"18",,"9008","Schweiz","9.3858337","47.4350306",,
572,"Hebbelstraße","Stuttgart",,"1",,"70197","Deutschland","9.1482064","48.7702302",,
573,"Buckstrasse","Wädenswil",,"16",,"8820","Schweiz","8.6747289","47.2269677",,
574,"Freiburgstrasse","Bern",,"476",,"3018","Schweiz","7.3842573","46.9301916",,
575,"Gyrhaldendtrasse","Bergdietikon",,"5",,"8962","Schweiz","8.3748963","47.396941",,
576,"Aspstrasse","Ohringen-Seuzach",,"8",,"8472","Schweiz","8.7075248","47.5277126",,
577,"Monbijoustrasse","Bern",,"89",,"3007","Schweiz","7.4363606","46.9390652",,
578,"Säntisstrasse","Dietlikon",,"30",,"8305","Schweiz","8.6194628","47.423941",,
579,"Walkestrasse","Kölliken",,"6",,"5742","Schweiz","8.0271255","47.3316513",,
580,"Birchstrasse","Zürich",,"6","Postfach 6115","8050","Schweiz","8.5348398","47.403846",,
581,"Thalerstrasse","Rheineck",,"62a",,"9424","Schweiz","9.5814516","47.4667672",,
582,"Heerenwiesen","Zürich",,"32","Postfach 12","8051","Schweiz","8.5750107","47.4051446",,
583,"Söll","Gollenshausen",,"12",,"83257","Deutschland","12.4385499","47.92059",,
584,"Klybeckstrasse","Basel",,"141","Postfach","4002","Schweiz","7.5893926","47.5716648",,
585,"Brambergstrasse","Luzern",,"33",,"6004","Schweiz","8.3002883","47.0567678",,
586,"Werkstrasse","Lyss",,"47",,"3250","Schweiz","7.295827","47.0694615",,
587,"Wyermatt","Ibach",,"4",,"6438","Schweiz","8.6517283","47.0105435",,
588,"Marktstrasse","Muotathal",,"18a",,"6436","Schweiz","8.7606405","46.9742466",,
589,"Kapuzinerstrasse","Burgau",,"8",,"89331","Deutschland","10.4072534","48.4334001",,
590,"Gulp","Willisau",,"1",,"6130","Schweiz","7.9986171","47.1208406",,
720,"Jägerstraße","Neumarkt",,"42",,"92318","Deutschland","11.4253447","49.2863716",,
592,"Bahnweg","Grafenstein",,"13",,"9131","Österreich","14.4503738","46.6202442",,
593,"Zypressenstrasse","Zürich",,"58",,"8004","Schweiz","8.5134931","47.3774571",,
594,"Letzistrasse","Zug",,"5c",,"6300","Schweiz","8.4990509","47.1777865",,
595,"Volmestraße","Kierspe",,"252",,"58566","Deutschland","7.6173857","51.1368019",,
596,"Lindenmattstrasse","Meisterschwanden",,"11",,"5616","Schweiz","8.229428","47.297583",,
597,"Gubelstrasse","Zug",,"12",,"6300","Schweiz","8.5179783","47.174534",,
598,"Brünigstrasse","Luzern",,"24",,"6005","Schweiz","8.3105348","47.0424774",,
599,"Gurnigelweg","Steffisburg",,"18",,"3612","Schweiz","7.6277535","46.7725651",,
600,"Aumattstrasse","Windisch",,"7",,"5210","Schweiz","8.2244073","47.4725752",,
601,"Bahnhofstrasse","Weywertz",,"72",,"4750","Belgium","6.16478","50.43533",,
602,"Provenceweg","Tübingen",,"22",,"72072","Deutschland","9.0778895","48.5118809",,
603,"Wilen","Illighausen",,"14",,"8574","Schweiz","9.2100674","47.606962",,
604,"Püntstrasse","Wila",,"12",,"8492","Schweiz","8.8443012","47.4229924",,
605,"Tscherfingergasse","Heiligkreuz",,"37",,"8888","Schweiz","9.4159592","47.0587087",,
606,"St. Luzistrasse","Chur",,"10",,"7000","Schweiz","9.5368137","46.8462203",,
607,"Mövenstrasse","St. Gallen",,"12",,"9015","Schweiz","9.3109031","47.4031729",,
608,"Sophie-Scholl-Weg","Stade",,"3",,"21684","Deutschland","9.5011","53.57046",,
609,"Rütilochstrasse","Spreitenbach",,"44",,"8957","Schweiz","8.3668633","47.4133673",,
610,"Gartenstrasse","Esslingen",,"14",,"73734","Deutschland","9.3174335","48.7199103",,
611,"Untergasse","Elgg",,"17",,"8353","Schweiz","8.865468","47.4908396",,
612,"Brandstrasse","Schlieren",,"24",,"8952","Schweiz","8.4446562","47.4017988",,
613,"Rynächtstrasse","Altdorf",,"13","Postfach 735","6460","Schweiz","8.6329463","46.8723616",,
614,"Fischingerstrasse","Sirnach",,"61",,"8370","Schweiz","8.9893878","47.4578082",,
615,"Kälberschüttstrasse","Ingolstadt",,"1b",,"85053","Deutschland","11.4766078","48.7514374",,
616,"Büölplatz","Brunnen",,"23",,"6440","Schweiz","8.6028144","46.9973059",,
617,"Ziegelmattstrasse","Horgen",,"23",,"8810","Schweiz","8.6205298","47.2516851",,
618,"Wasserwerkgasse","Bern 13",,"8",,"3000","Schweiz","7.457356","46.9470994",,
619,"Grubigsteinstraße","Wolfratshausen",,"13",,"82515","Deutschland","11.4377994","47.9058711",,
620,"Dorfstrasse","Stäfa",,"2",,"8712","Schweiz","8.734817","47.2378711",,
621,"Schramet","Sulz",,"10",,"5085","Schweiz","8.0991798","47.5372137",,
622,"Bahnstrasse","Schwerzenbach",,"10",,"8603","Schweiz","8.6600871","47.3842265",,
623,"Segantinistrasse","Chur",,"5",,"7000","Schweiz","9.5226328","46.8533756",,
624,"Glutz-Blotzheim-Strasse","Solothurn",,"3",,"4500","Schweiz","7.5280564","47.2024023",,
625,"Hauptstrasse","Nartum",,"25",,"27404","Deutschland","9.25168","53.20415",,
626,"Guggenloch","Lütisburg",,"78",,"9604","Schweiz","9.0710381","47.3922611",,
627,"Städeligarten","Buochs",,"2",,"6374","Schweiz","8.4151706","46.9742196",,
628,"Birchstrasse","Zürich",,"122",,"8050","Schweiz","8.5377872","47.409278",,
629,"Neuhauser Strasse","Stuttgart",,"37/1",,"70599","Deutschland","9.21821","48.69982",,
630,"Rossgasse","Lenningen Schopfloch",,"4",,"73252","Deutschland","9.52963","48.5404865",,
631,"Finkensteinstraße","Pforzheim",,"6",,"75179","Deutschland","8.6492259","48.8765581",,
634,"Kilchmatt","Brunnen",,"7",,"6440","Schweiz","8.6213374","47.000664",,
635,"Richard Wagner-Strasse","Zürich",,"21",,"8002","Schweiz","8.532874","47.3597436",,
636,"Gremmstrasse","Teufen",,"11B",,"9053","Schweiz","9.3873604","47.3919906",,
637,"Kleine Marschstrasse","Bremen",,"19",,"28309","Deutschland","8.8877896","53.0440381",,
638,"Oberdorfstrasse","Zollikon",,"33",,"8702","Schweiz","8.5760907","47.3414614",,
639,"Uettligenstrasse","Ortschwaben",,"13",,"3042","Schweiz","7.3985712","46.9893571",,
640,"Ketzergasse","Wien",,"222",,"1230","Österreich","16.2878151","48.1311",,
641,"Lindenweg","Altbüron",,"1",,"6147","Schweiz","7.8830389","47.1843756",,
642,"Flüelastrasse","Zürich",,"31A",,"8047","Schweiz","8.4957783","47.3816504",,
643,"Wiligraben","Staufen",,"26",,"5603","Schweiz","8.1708506","47.3844112",,
644,"Moosstrasse","St. Gallen",,"31c",,"9014","Schweiz","9.3418779","47.4109226",,
645,"Köhlerweg","Hagen",,"14",,"58093","Deutschland","7.5188311","51.3519762",,
646,"Herrengütlistrasse","Wallisellen",,"25",,"8304","Schweiz","8.5844033","47.4203416",,
647,"Bahnhofsträssli","Trimmis",,"4",,"7203","Schweiz","9.5574428","46.9067446",,
648,"Ahornweg","Emmenbrücke",,"3",,"6020","Schweiz","8.2941637","47.0722847",,
649,"St. Jakobstrasse","Muttenz",,"22",,"4133","Schweiz","7.6891675","47.5197448",,
651,"Fällmisstrasse","Wilen-Wollerau",,"43",,"8832","Schweiz","8.7293448","47.1940463",,
652,"Aarstrasse","Bern",,"76",,"3011","Schweiz","7.4480769","46.9461224",,
653,"Zielweg","Bern",,"7",,"3014","Schweiz","7.4537971","46.9597078",,
654,"Poliateren","Blankenburg",,"2",,"3771","Schweiz","7.3877801","46.5427943",,
655,"Gfennstrasse","Schwerzenbach",,"2",,"8603","Schweiz","8.6522757","47.3826579",,
656,"Mühlhäusern","Näfels",,"15",,"8752","Schweiz","9.0693168","47.100615",,
657,"Haus Theodul","Randa",,"1",,"3928","Schweiz","7.7466498","46.0227841",,
658,"Industriestraße","Gröbenzell",,"44b",,"82194","Deutschland","11.38956","48.18473",,
659,"Wesemlinrain","Luzern",,"16",,"6006","Schweiz","8.3111603","47.05965",,
660,"Breitacher","Saland",,"6",,"8493","Schweiz","8.8505018","47.39122",,
661,"Weidenweg","Brig-Glis",,"231",,"3902","Schweiz","7.9666108","46.3097145",,
662,"Lettenstrasse","Ruggell",,"38",,"9491","Liechtenstein","9.5270782","47.2363376",,
663,"Via Sela","St. Moritz",,"9",,"7500","Schweiz","9.840457","46.4876362",,
664,"Zeppelin Strasse","Düsseldorf",,"44",,"40231","Deutschland","6.8335382","51.2055043",,
665,"Dorfstrasse","Wauwil",,"13",,"6242","Schweiz","8.0177584","47.1847439",,
666,"Gewerbestrasse","Hallau",,"9",,"8215","Schweiz","8.465281","47.693909",,
667,"Gewerbestrasse","Bellach",,"15",,"4512","Schweiz","7.4987123","47.2106756",,
668,"Binterimstrasse","Düsseldorf",,"9",,"40223","Deutschland","6.7726167","51.2066102",,
670,"Abteistrasse","Ulm",,"14",,"89079","Deutschland","9.9873335","48.3616658",,
671,"Oberdorf"," Winterbach",,"21",,"73650","Deutschland","9.4796157","48.7984326",,
672,"Joweid-Zentrum","Rüti",,"18",,"8630","Schweiz","8.8548121","47.2641528",,
673,"Bänklialpweg","Engelberg",,"11",,"6390","Schweiz","8.4081457","46.8182624",,
674,"Industriestrasse","Gossau ZH",,"5",,"8625","Schweiz","8.7511924","47.3050328",,
675,"Vonmattstrasse","Luzern",,"24a",,"6003","Schweiz","8.2996251","47.0473857",,
676,"Grütstrasse","Gossau",,"14",,"8625","Schweiz","8.7557358","47.3066877",,
677,"Strickstrasse","Uster",,"1",,"8610","Schweiz","8.7121195","47.3552162",,
678,"Eichenstrasse","Frankfurt",,"66",,"65933","Deutschland","8.6003003","50.0953232",,
679,"Lustnaustrasse","Sattel",,"12",,"6417","Schweiz","8.6403292","47.0844065",,
680,"Sägemattstrasse","Liebefeld",,"9",,"3097","Schweiz","7.415563","46.9271261",,
681,"Kirchweg","Oberengstringen",,"54",,"8102","Schweiz","8.4701159","47.4058029",,
682,"Gartenstr.","Baden-Baden",,"1",,"76534","Deutschland","8.1802627","48.7395197",,
683,"Bennwilerstrasse","Niederdorf",,"44",,"4435","Schweiz","7.7585713","47.4075697",,
684,"Allmendstrasse","Bellach",,"1",,"4512","Schweiz","7.4989091","47.2081249",,
685,"Zeisigweg","Remshalden",,"3",,"73630","Deutschland","9.43214","48.81446",,
686,"Joseph Belli Weg","Konstanz",,"27",," 78467","Deutschland","9.1622429","47.6782685",,
687,"Lenggasse","Meiringen",,"22",,"3860","Schweiz","8.19074","46.7273922",,
688,"Reinbeckstrasse","Stuttgart",,"52",,"70565","Deutschland","9.10028","48.71594",,
689,"Kehlerstraße","Dornbirn",,"11",,"6850","Österreich","9.7477261","47.4173363",,
690,"Kaselfeldstrasse","Bellach",,"1",,"4512","Schweiz","7.5007004","47.2150017",,
691,"Buchholzer Str. 63 d","Berlin",,"1",,"13156","Deutschland","13.4131221","52.591794",,
692,"Schwizerstrasse","Uster",,"51",,"8610","Schweiz","8.7205266","47.3389473",,
693,"Möskenweg","Zinnowitz",,"14a",,"17454","Deutschland","13.9093988","54.0733299",,
694,"Tschertligasse","Egerkingen",,"1a",,"4622","Schweiz","7.7984742","47.3154705",,
695,"Thurfeldstrasse","Schönenberg",,"10",,"9215","Schweiz","9.2011217","47.5214519",,
696,"Wiesental","Basadingen",,"10",,"8254","Schweiz","8.744075","47.6707727",,
697,"Veteranenstrasse","Stuttgart",,"11",,"70565","Deutschland","9.102629","48.7186698",,
698,"Treuackerstrasse","St. Gallen",,"32",,"9000","Schweiz","9.3628144","47.4154597",,
699,"Industriestrasse","Beromünster",,"19",,"6215","Schweiz","8.2053453","47.2023625",,
700,"Hintermühlenstrasse","Winterthur",,"2",,"8409","Schweiz","8.7733192","47.5044801",,
701,"Allmendweg","Geuensee",,"4",,"6232","Schweiz","8.102622","47.1951806",,
702,"Jacques-Reiss-Straße","Kronberg im Taunus",,"1",,"61476","Deutschland","8.5220485","50.1771709",,
703,"Seckenheimerstraße","Mannheim",,"75",,"68165","Deutschland","8.4874432","49.4764756",,
401,"Bleichemattstrasse","Aarau",,"43",,"5000","Schweiz","8.088900","47.387391",,
704,"Bürenstrasse","Solothurn",,"19",,"4500","Schweiz","7.5350181","47.2020009",,
705,"Zelgstrasse","Adliswil",,"28",,"8134","Schweiz","8.5170621","47.3178474",,
706,"Alte Dübendorferstrasse","Dietlikon",,"8",,"8305","Schweiz","8.6185084","47.4164172",,
707,"Untere Gasse","Münstertal",,"14",,"79244","Deutschland","7.8409647","47.8749827",,
708,"Zelgackerstrasse","Tann",,"22",,"8632","Schweiz","8.848967","47.2642735",,
709,"Wolhuserstrasse","Ruswil",,"41",,"6017","Schweiz","8.1148888","47.0806219",,
710,"Bleicherstrasse","Luzern",,"20","Postfach 39","6003","Schweiz","8.3055054","47.0412179",,
712,"Honiggasse","Heitersheim",,"2",,"79423","Deutschland","7.6675433","47.8698172",,
713,"Muristrasse","Bern",,"90",,"3006","Schweiz","7.468892","46.939934",,
714,"Kantonsstrasse","Horw",,"160",,"6048","Schweiz","8.3077224","47.0120867",,
715,"Friedhofweg","Egliswil",,"21",,"5704","Schweiz","8.1881561","47.3480495",,
716,"Lomattenstrasse","Saas Fee",,"10",,"3906","Schweiz","7.9294424","46.1111021",,
717,"Alpenstrasse","Gümligen",,"14",,"3073","Schweiz","7.4982418","46.9369363",,
718,"Oberdorfstrasse","Horgen",,"33",,"8810","Schweiz","8.5894072","47.2597112",,
721,"Grabenmattenstrasse","Stetten AG",,"1",,"5608","Schweiz","8.3119524","47.4034632",,
722,"Niederämterstrasse","Dulliken",,"22",,"4657","Schweiz","7.9324991","47.3531841",,
723,"Hintergasse","Salenstein",,"19",,"8268","Schweiz","9.0528322","47.6714729",,
724,"Bleichstraße","Bad Kreuznach",,"23",,"55543","Deutschland","7.8646102","49.8456455",,
725,"Chrüzhubel","Bösingen",,"32",,"3178","Schweiz","7.2314491","46.8900038",,
726,"Steinstraße","Stuttgart",,"26",,"70186","Deutschland","9.1764827","48.7735547",,
160,"Mühlemattli","Giswil",,"10",,"6074","Schweiz","8.1776503","46.8324426",,4
262,"Furkastrasse","Naters",,"5",,"3904","Schweiz","7.9869627","46.3227592",,4
311,"Grüningerstrasse","Ottikon",,"174",,"8626","Schweiz","8.777039","47.2931852",,4
632,"Kriegsbergstraße","Waiblingen",,"11",,"71336","Deutschland","9.3252388","48.8621457",,
